"Sector","Emissions","year",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"Other Sectors",27.1565,2001,25.1290609279609,2.02743907203905,0.0394790394790396,1.19959737379142,0.0566427999885454,1.6601888351976
"Other Sectors",23.4932,2002,24.910074908425,-1.41687490842497,0.0376475376475377,1.23710348538508,0.0262801280104055,-1.15911767637662
"Other Sectors",23.4571,2003,24.6910888888889,-1.23398888888894,0.037037037037037,1.24557509550218,0.0195855499917747,-1.00918214390282
"Other Sectors",24.0172,2004,24.4721028693529,-0.45490286935291,0.0376475376475376,1.26822117318672,0.00270895511951895,-0.37214714846459
"Other Sectors",25.3421,2005,24.2531168498169,1.08898315018313,0.0394790394790394,1.25136000266327,0.016341480866318,0.89172478353892
"Other Sectors",23.354,2006,24.0341308302808,-0.680130830280845,0.0425315425315425,1.26380946388961,0.00691103848513247,-0.557819027714086
"Other Sectors",22.6595,2007,23.8151448107448,-1.15564481074481,0.0468050468050468,1.24858549211703,0.0221551230972082,-0.949940943644133
"Other Sectors",24.4627,2008,23.5961587912088,0.866541208791165,0.0522995522995523,1.25870201689261,0.0140809010266989,0.714359423432615
"Other Sectors",22.0182,2009,23.3771727716728,-1.3589727716728,0.0590150590150591,1.23918048993503,0.0396383177603662,-1.12430079827093
"Other Sectors",23.1668,2010,23.1581867521368,0.00861324786322726,0.0669515669515671,1.2717473411783,1.83731011197203e-06,0.00715612555145286
"Other Sectors",20.9825,2011,22.9392007326007,-1.95670073260074,0.0761090761090763,1.20194617983371,0.109936034850745,-1.63371823905215
"Other Sectors",22.7049,2012,22.7202147130647,-0.0153147130647078,0.0864875864875868,1.27174443778281,7.8277834919046e-06,-0.0128592233038089
"Other Sectors",23.1419,2013,22.5012286935287,0.640671306471269,0.0980870980870985,1.26427139156072,0.0159385731370905,0.541397286050342
"Other Sectors",21.0859,2014,22.2822426739927,-1.1963426739927,0.110907610907612,1.24509870720122,0.0646658452963524,-1.01822849961603
"Other Sectors",22.3849,2015,22.0632566544567,0.321643345543336,0.124949124949126,1.26981041781947,0.00543640694522766,0.275944040640629
"Other Sectors",23.2897,2016,21.8442706349206,1.44542936507936,0.140211640211641,1.23129832524874,0.127611819094135,1.25101982859259
"Public Admin",12.0584,1990,12.5339473544974,-0.475547354497401,0.140211640211628,0.481350711923469,0.0920646490702029,-1.06258870347274
"Public Admin",11.3812,1991,12.2497337403338,-0.868533740333794,0.124949124949127,0.454685028769133,0.264207058162087,-1.92369956929067
